/home/xjh/research/AI_xjh_research/llm_quant_factory/fakequant/datautils.py:160: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  return torch.load(cache_file)
error 127512.8828125
18 self_attn.v_proj
Quantizing ...
time 0.30
error 57044.08203125
18 self_attn.q_proj
Quantizing ...
time 0.30
error 123608.34375
18 self_attn.out_proj
Quantizing ...
time 0.30
error 3193.43896484375
18 fc1
Quantizing ...
time 0.30
error 371985.125
18 fc2
Quantizing ...
time 1.29
error 9986.640625
19 self_attn.k_proj
Quantizing ...
time 0.63
error 122996.71875
19 self_attn.v_proj
Quantizing ...
time 0.30
error 71530.2890625
19 self_attn.q_proj
Quantizing ...
time 0.30
error 114871.84375
19 self_attn.out_proj
Quantizing ...
time 0.30
error 3632.61328125
19 fc1
Quantizing ...
time 0.31
error 431023.46875
19 fc2
Quantizing ...
time 1.43
error 12992.3974609375
20 self_attn.k_proj
Quantizing ...
time 0.61
error 135843.4375
20 self_attn.v_proj
Quantizing ...
time 0.30
error 87197.546875
20 self_attn.q_proj
Quantizing ...
time 0.30
error 129711.5390625
20 self_attn.out_proj
Quantizing ...
time 0.30
error 5117.21875
20 fc1
Quantizing ...
time 0.31
error 487470.84375
20 fc2
Quantizing ...
time 1.29
error 16008.013671875
21 self_attn.k_proj
Quantizing ...
time 0.63
error 135655.6875
21 self_attn.v_proj
Quantizing ...
time 0.30
error 102059.3828125
21 self_attn.q_proj
Quantizing ...
time 0.30
error 134796.3125
21 self_attn.out_proj
Quantizing ...
time 0.30
error 5998.22265625
21 fc1
Quantizing ...
time 0.31
error 535700.25
21 fc2
Quantizing ...
time 1.29
error 19824.376953125
22 self_attn.k_proj
Quantizing ...
time 0.61
error 140710.46875
22 self_attn.v_proj
Quantizing ...
time 0.31
error 111591.078125
22 self_attn.q_proj
Quantizing ...
time 0.30
error 133345.90625
22 self_attn.out_proj
Quantizing ...
time 0.31
error 8176.927734375
22 fc1
Quantizing ...
time 0.32
error 594139.25
22 fc2
Quantizing ...
time 1.35
error 24572.041015625
23 self_attn.k_proj
Quantizing ...
time 0.64
error 141518.3125
23 self_attn.v_proj
Quantizing ...
time 0.31
error 125531.09375
23 self_attn.q_proj
Quantizing ...
time 0.31
error 142895.40625
23 self_attn.out_proj
Quantizing ...
time 0.31
error 8574.4111328125
23 fc1
Quantizing ...
time 0.32
error 642816.6875
23 fc2
Quantizing ...
time 1.33
error 27826.26953125
24 self_attn.k_proj
Quantizing ...
time 0.63
error 140755.03125
24 self_attn.v_proj
Quantizing ...
time 0.30
error 145727.21875
24 self_attn.q_proj
Quantizing ...
time 0.31
error 141570.515625
24 self_attn.out_proj
Quantizing ...
time 0.30
error 8877.849609375
24 fc1
Quantizing ...
time 0.31
error 690984.75
24 fc2
Quantizing ...
time 1.29
error 32527.375
25 self_attn.k_proj
Quantizing ...
time 0.61
error 141256.015625
25 self_attn.v_proj
Quantizing ...
time 0.31
error 178239.8125
25 self_attn.q_proj
Quantizing ...
time 0.31
error 148850.25
25 self_attn.out_proj
Quantizing ...
time 0.30
error 10032.91796875
25 fc1
Quantizing ...
time 0.31
error 728555.625
25 fc2
Quantizing ...
time 1.28
error 38073.4453125
26 self_attn.k_proj
Quantizing ...
time 0.61
error 141548.453125
26 self_attn.v_proj
Quantizing ...
time 0.31
error 181828.0625
26 self_attn.q_proj
Quantizing ...
time 0.31
error 146595.25
26 self_attn.out_proj
Quantizing ...
time 0.30
error 14043.107421875
26 fc1
Quantizing ...
time 0.31
error 774918.375
26 fc2
Quantizing ...
time 1.28
error 46685.0859375
27 self_attn.k_proj
Quantizing ...
time 0.61
error 141353.78125
27 self_attn.v_proj
Quantizing ...
time 0.31
error 205665.265625
27 self_attn.q_proj
Quantizing ...
time 0.30
error 155264.125
27 self_attn.out_proj
Quantizing ...
time 0.29
error 14903.833984375
27 fc1
Quantizing ...
time 0.31
error 795173.5625
27 fc2
Quantizing ...
time 1.29
error 52845.65625
28 self_attn.k_proj
Quantizing ...
time 0.62
error 144511.34375
28 self_attn.v_proj
Quantizing ...
time 0.31
error 214600.59375
28 self_attn.q_proj
Quantizing ...
time 0.30
error 158414.265625
28 self_attn.out_proj
Quantizing ...
time 0.30
error 17543.53125
28 fc1
Quantizing ...
time 0.30
error 817063.4375
28 fc2
Quantizing ...
time 1.28
error 64741.28125
29 self_attn.k_proj
Quantizing ...
time 0.62
error 154438.75
29 self_attn.v_proj
Quantizing ...
time 0.30
error 232428.0
29 self_attn.q_proj
Quantizing ...
time 0.30
error 188855.65625
29 self_attn.out_proj
Quantizing ...
time 0.30
error 12786.7568359375
29 fc1
Quantizing ...
time 0.30
error 800736.625
29 fc2
Quantizing ...
time 1.29
error 72400.7421875
30 self_attn.k_proj
Quantizing ...
time 0.62
error 160029.90625
30 self_attn.v_proj
Quantizing ...
time 0.30
error 242586.625
30 self_attn.q_proj
Quantizing ...
time 0.30
error 204203.9375
30 self_attn.out_proj
Quantizing ...
time 0.30
error 10126.8779296875
30 fc1
Quantizing ...
time 0.30
error 780240.875
30 fc2
Quantizing ...
time 1.28
error 77545.2421875
31 self_attn.k_proj
Quantizing ...
time 0.62
error 156399.5625
31 self_attn.v_proj
Quantizing ...
time 0.30
error 221458.75
31 self_attn.q_proj
Quantizing ...
time 0.30
error 223786.9375
31 self_attn.out_proj
Quantizing ...
time 0.30
error 14749.580078125
31 fc1
Quantizing ...
time 0.30
error 733008.125
31 fc2
Quantizing ...
time 1.28
error 62481.21875
quantization time: 167.11026310920715 s
wikitext2
Evaluating ...
0
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Perplexity: 13.565362
{'wikitext2/perplexity': 13.565361976623535}
ptb
Evaluating ...
0
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Perplexity: 19.792223
{'ptb/perplexity': 19.79222297668457}
c4
Evaluating ...
0
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Perplexity: 15.464106
{'c4/perplexity': 15.464105606079102}
